OBJECTID,VALUE,AREA,PERIMETER,THICKNESS,XCENTROID,YCENTROID,MAJORAXIS,MINORAXIS,ORIENTATION
54,3043,1507.932983,164.7507019,13.72922516,407877.1563,3978973.25,30.9835434,15.4917717,0
55,3044,753.9664917,109.8338013,13.72922516,407835.9688,3978945.75,15.4917717,15.4917717,90
56,3046,1507.932983,164.7507019,13.72922516,408398.875,3978863.5,30.9835434,15.4917717,0
57,3047,753.9664917,109.8338013,13.72922516,407835.9688,3978836,15.4917717,15.4917717,90
58,3052,753.9664917,109.8338013,13.72922516,407808.5,3978781,15.4917717,15.4917717,90
59,3053,5277.765625,439.3352051,13.72922516,408145.8438,3978741.75,64.55725098,26.02286911,22.5
60,3054,753.9664917,109.8338013,13.72922516,408357.6875,3978753.5,15.4917717,15.4917717,90
61,3057,753.9664917,109.8338013,13.72922516,407698.6563,3978726.25,15.4917717,15.4917717,90
62,3058,1507.932983,164.7507019,13.72922516,408316.5,3978726.25,30.9835434,15.4917717,0
63,3061,753.9664917,109.8338013,13.72922516,408028.1875,3978671.25,15.4917717,15.4917717,90
64,3062,753.9664917,109.8338013,13.72922516,408302.75,3978671.25,15.4917717,15.4917717,90
65,3067,1507.932983,164.7507019,13.72922516,407533.9063,3978547.75,30.9835434,15.4917717,90
66,3068,753.9664917,109.8338013,13.72922516,408138,3978506.5,15.4917717,15.4917717,90
67,3070,753.9664917,109.8338013,13.72922516,407369.1563,3978479,15.4917717,15.4917717,90
68,3071,1507.932983,164.7507019,13.72922516,408234.125,3978479,30.9835434,15.4917717,0
69,3074,753.9664917,109.8338013,13.72922516,407396.625,3978451.5,15.4917717,15.4917717,90
70,3088,753.9664917,109.8338013,13.72922516,406765.0938,3978259.25,15.4917717,15.4917717,90
71,3091,11309.49707,549.1690063,19.41312408,406939,3978145.75,63.53170776,56.66343307,94.30782318
72,3093,2261.899414,219.6676025,13.72922516,401804.25,3978186.25,35.31360245,20.38831902,135
73,3094,1507.932983,164.7507019,13.72922516,406806.2813,3978177,30.9835434,15.4917717,0
74,3101,1507.932983,164.7507019,13.72922516,407025.9375,3978094.5,30.9835434,15.4917717,0
75,3103,3769.83252,384.4183044,13.72922516,407056.1563,3978034.25,54.30468369,22.09708023,32.61243057
76,3108,753.9664917,109.8338013,13.72922516,406984.75,3978039.75,15.4917717,15.4917717,90
77,3129,1507.932983,164.7507019,13.72922516,403319.0625,3977847.5,30.9835434,15.4917717,0
78,3147,2261.899414,219.6676025,13.72922516,402948.3438,3977518,53.66506958,13.4162674,0
79,3159,3015.865967,219.6676025,13.72922516,402797.3438,3977284.5,30.9835434,30.9835434,90
80,3162,753.9664917,109.8338013,13.72922516,402811.0625,3977188.5,15.4917717,15.4917717,90
81,3163,3015.865967,274.5845032,13.72922516,402859.125,3977161,39.59344101,24.24593353,90
82,3269,3015.865967,274.5845032,13.72922516,403621.0938,3975898,77.919487,12.32015228,0
