OBJECTID,VALUE,AREA,PERIMETER,THICKNESS,XCENTROID,YCENTROID,MAJORAXIS,MINORAXIS,ORIENTATION
101,2578,753.9733276,109.8342972,13.72928715,402317.4063,3981416.75,15.49184132,15.49184132,90
102,2579,3015.893311,219.6685944,13.72928715,406971.625,3981348,30.98368263,30.98368263,90
103,2581,21111.25195,768.8400879,46.87178802,402791.0625,3981309.75,109.4873352,61.37623215,130.909729
104,2582,3015.893311,219.6685944,13.72928715,402907.75,3981348,30.98368263,30.98368263,90
105,2585,753.9733276,109.8342972,13.72928715,402646.9063,3981334.25,15.49184132,15.49184132,90
106,2586,1507.946655,164.7514496,13.72928715,406916.7188,3981279.25,30.98368263,15.49184132,0
107,2596,753.9733276,109.8342972,13.72928715,405639.875,3981114.5,15.49184132,15.49184132,90
108,2600,3015.893311,219.6685944,13.72928715,406202.7813,3980963.5,30.98368263,30.98368263,90
109,2602,753.9733276,109.8342972,13.72928715,406271.4375,3980949.75,15.49184132,15.49184132,90
110,2603,4523.839844,384.4200439,13.72928715,400015.4375,3980949.75,53.34016418,26.99622345,168.7602844
111,2604,3015.893311,219.6685944,13.72928715,406449.9063,3980853.75,30.98368263,30.98368263,90
112,2607,753.9733276,109.8342972,13.72928715,399242.0313,3980922.5,15.49184132,15.49184132,90
113,2608,4523.839844,329.5028992,13.72928715,406665,3980798.75,54.07975006,26.62702751,90
114,2610,3015.893311,219.6685944,13.72928715,406449.9063,3980771.5,30.98368263,30.98368263,90
115,2613,753.9733276,109.8342972,13.72928715,406408.7188,3980730.25,15.49184132,15.49184132,90
116,2617,1507.946655,164.7514496,13.72928715,399997.1563,3980785,30.98368263,15.49184132,0
117,2619,1507.946655,164.7514496,13.72928715,399942.2188,3980757.75,30.98368263,15.49184132,0
118,2620,2261.919922,219.6685944,13.72928715,400084.0938,3980748.5,35.31376266,20.38841057,135
119,2624,753.9733276,109.8342972,13.72928715,399901.0313,3980730.25,15.49184132,15.49184132,90
120,2625,753.9733276,109.8342972,13.72928715,399983.4063,3980730.25,15.49184132,15.49184132,90
121,2628,753.9733276,109.8342972,13.72928715,400010.875,3980702.75,15.49184132,15.49184132,90
